arquivo_json;experiment_name;timestamp;total_questions;successful_queries;failed_queries;config_use_rag;config_retrieval_method;config_k;config_dense_weight;config_bm25_weight;config_llm;latency_ms_mean;latency_ms_std;latency_ms_min;latency_ms_max;latency_ms_median;num_chunks_mean;num_chunks_std;num_chunks_min;num_chunks_max;num_chunks_median;tokens_used_mean;tokens_used_std;tokens_used_min;tokens_used_max;tokens_used_median;bertscore_precision_mean;bertscore_precision_std;bertscore_precision_min;bertscore_precision_max;bertscore_precision_median;bertscore_recall_mean;bertscore_recall_std;bertscore_recall_min;bertscore_recall_max;bertscore_recall_median;bertscore_f1_mean;bertscore_f1_std;bertscore_f1_min;bertscore_f1_max;bertscore_f1_median;answer_relevancy_mean;answer_relevancy_std;answer_relevancy_min;answer_relevancy_max;answer_relevancy_median;faithfulness_mean;faithfulness_std;faithfulness_min;faithfulness_max;faithfulness_median;context_precision_mean;context_precision_std;context_precision_min;context_precision_max;context_precision_median;context_recall_mean;context_recall_std;context_recall_min;context_recall_max;context_recall_median;question_id;question;category;difficulty;individual_latency_ms;individual_num_chunks;individual_tokens_used;individual_bertscore_precision;individual_bertscore_recall;individual_bertscore_f1;individual_answer_relevancy;individual_faithfulness;individual_context_precision;individual_context_recall;config_use_few_shot
chunk_count_k10.json;chunk_count_k10;2026-02-16T12:32:01.579601;1;1;0;True;hybrid;10,0;0,7;0,3;gemini-2.5-flash;3606,6946983337402;0,0;3606,6946983337402;3606,6946983337402;3606,6946983337402;10,0;0,0;10,0;10,0;10,0;217,0;0,0;217,0;217,0;217,0;0,6090781688690186;0,0;0,6090781688690186;0,6090781688690186;0,6090781688690186;0,6396411061286926;0,0;0,6396411061286926;0,6396411061286926;0,6396411061286926;0,6239856481552124;0,0;0,6239856481552124;0,6239856481552124;0,6239856481552124;0,9020902564961016;0,0;0,9020902564961016;0,9020902564961016;0,9020902564961016;0,9;0,0;0,9;0,9;0,9;0,6111111110805556;0,0;0,6111111110805556;0,6111111110805556;0,6111111110805556;0,3333333333333333;0,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;q001;Quais os objetivos da Lei nº 15.270, de 2025?;outros;medio;3606,6946983337402;10,0;217,0;0,6090781688690186;0,6396411061286926;0,6239856481552124;0,9020902564961016;0,9;0,6111111110805556;0,3333333333333333;
chunk_count_k3.json;chunk_count_k3;2026-02-16T12:29:54.794296;1;1;0;True;hybrid;3,0;0,7;0,3;gemini-2.5-flash;2449,6495723724365;0,0;2449,6495723724365;2449,6495723724365;2449,6495723724365;3,0;0,0;3,0;3,0;3,0;156,0;0,0;156,0;156,0;156,0;0,627905011177063;0,0;0,627905011177063;0,627905011177063;0,627905011177063;0,6498352289199829;0,0;0,6498352289199829;0,6498352289199829;0,6498352289199829;0,638681948184967;0,0;0,638681948184967;0,638681948184967;0,638681948184967;0,8695657256270275;0,0;0,8695657256270275;0,8695657256270275;0,8695657256270275;1,0;0,0;1,0;1,0;1,0;0,9999999999;0,0;0,9999999999;0,9999999999;0,9999999999;0,3333333333333333;0,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;q001;Quais os objetivos da Lei nº 15.270, de 2025?;outros;medio;2449,6495723724365;3,0;156,0;0,627905011177063;0,6498352289199829;0,638681948184967;0,8695657256270275;1,0;0,9999999999;0,3333333333333333;
chunk_count_k5.json;chunk_count_k5;2026-02-16T12:30:46.927471;1;1;0;True;hybrid;5,0;0,7;0,3;gemini-2.5-flash;2731,71067237854;0,0;2731,71067237854;2731,71067237854;2731,71067237854;5,0;0,0;5,0;5,0;5,0;160,0;0,0;160,0;160,0;160,0;0,5802878141403198;0,0;0,5802878141403198;0,5802878141403198;0,5802878141403198;0,6024550199508667;0,0;0,6024550199508667;0,6024550199508667;0,6024550199508667;0,591163694858551;0,0;0,591163694858551;0,591163694858551;0,591163694858551;0,9020902564961016;0,0;0,9020902564961016;0,9020902564961016;0,9020902564961016;1,0;0,0;1,0;1,0;1,0;0,9999999999;0,0;0,9999999999;0,9999999999;0,9999999999;0,3333333333333333;0,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;q001;Quais os objetivos da Lei nº 15.270, de 2025?;outros;medio;2731,71067237854;5,0;160,0;0,5802878141403198;0,6024550199508667;0,591163694858551;0,9020902564961016;1,0;0,9999999999;0,3333333333333333;
model_comparison_groq_k10_bm25_few_shot.json;model_comparison_groq_k10_bm25_few_shot;2026-02-16T15:52:53.541181;1;1;0;True;bm25;10,0;;;groq:llama-3.1-8b-instant;756,6783428192139;0,0;756,6783428192139;756,6783428192139;756,6783428192139;10,0;0,0;10,0;10,0;10,0;3606,0;0,0;3606,0;3606,0;3606,0;0,6004005670547485;0,0;0,6004005670547485;0,6004005670547485;0,6004005670547485;0,6321005821228027;0,0;0,6321005821228027;0,6321005821228027;0,6321005821228027;0,6158429384231567;0,0;0,6158429384231567;0,6158429384231567;0,6158429384231567;0,8973625142032539;0,0;0,8973625142032539;0,8973625142032539;0,8973625142032539;1,0;0,0;1,0;1,0;1,0;0,6111111110805556;0,0;0,6111111110805556;0,6111111110805556;0,6111111110805556;0,3333333333333333;0,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;q001;Quais os objetivos da Lei nº 15.270, de 2025?;outros;medio;756,6783428192139;10,0;3606,0;0,6004005670547485;0,6321005821228027;0,6158429384231567;0,8973625142032539;1,0;0,6111111110805556;0,3333333333333333;True
model_comparison_groq_k10_bm25_few_shot_20260216_185201.json;model_comparison_groq_k10_bm25_few_shot;2026-02-16T18:52:01.481966;3;3;0;True;bm25;10,0;;;groq:llama-3.1-8b-instant;779,9067497253418;152,54389377579193;614,8958206176758;982,757568359375;742,0668601989746;10,0;0,0;10,0;10,0;10,0;3110,3333333333335;103,1579156223872;3004,0;3250,0;3077,0;0,5800883968671163;0,024746207019099267;0,5456580519676208;0,6027327179908752;0,5918744206428528;0,5908122460047404;0,08469311158082467;0,47108328342437744;0,6535256505012512;0,6478278040885925;0,5812744498252869;0,041861516499667725;0,5246157050132751;0,6244671940803528;0,5947404503822327;0,852056089591296;0,06581200486410879;0,7590738195875657;0,9020902564961016;0,8950041926902209;0,9722222222222222;0,039283710065919325;0,9166666666666666;1,0;1,0;0,4728042327857027;0,2581034163500435;0,11111111109999999;0,6961904761765524;0,6111111110805556;0,3333333333333333;0,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;q001;Quais os objetivos da Lei nº 15.270, de 2025?;outros;medio;742,0668601989746;10,0;3077,0;0,6027327179908752;0,6478278040885925;0,6244671940803528;0,9020902564961016;1,0;0,6111111110805556;0,3333333333333333;True
model_comparison_groq_k10_bm25_few_shot_20260216_185201.json;model_comparison_groq_k10_bm25_few_shot;2026-02-16T18:52:01.481966;3;3;0;True;bm25;10,0;;;groq:llama-3.1-8b-instant;779,9067497253418;152,54389377579193;614,8958206176758;982,757568359375;742,0668601989746;10,0;0,0;10,0;10,0;10,0;3110,3333333333335;103,1579156223872;3004,0;3250,0;3077,0;0,5800883968671163;0,024746207019099267;0,5456580519676208;0,6027327179908752;0,5918744206428528;0,5908122460047404;0,08469311158082467;0,47108328342437744;0,6535256505012512;0,6478278040885925;0,5812744498252869;0,041861516499667725;0,5246157050132751;0,6244671940803528;0,5947404503822327;0,852056089591296;0,06581200486410879;0,7590738195875657;0,9020902564961016;0,8950041926902209;0,9722222222222222;0,039283710065919325;0,9166666666666666;1,0;1,0;0,4728042327857027;0,2581034163500435;0,11111111109999999;0,6961904761765524;0,6111111110805556;0,3333333333333333;0,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;q002;Quais os principais elementos contidos na Lei nº 15.270, de 2025?;outros;medio;982,757568359375;10,0;3250,0;0,5456580519676208;0,6535256505012512;0,5947404503822327;0,8950041926902209;0,9166666666666666;0,11111111109999999;0,3333333333333333;True
model_comparison_groq_k10_bm25_few_shot_20260216_185201.json;model_comparison_groq_k10_bm25_few_shot;2026-02-16T18:52:01.481966;3;3;0;True;bm25;10,0;;;groq:llama-3.1-8b-instant;779,9067497253418;152,54389377579193;614,8958206176758;982,757568359375;742,0668601989746;10,0;0,0;10,0;10,0;10,0;3110,3333333333335;103,1579156223872;3004,0;3250,0;3077,0;0,5800883968671163;0,024746207019099267;0,5456580519676208;0,6027327179908752;0,5918744206428528;0,5908122460047404;0,08469311158082467;0,47108328342437744;0,6535256505012512;0,6478278040885925;0,5812744498252869;0,041861516499667725;0,5246157050132751;0,6244671940803528;0,5947404503822327;0,852056089591296;0,06581200486410879;0,7590738195875657;0,9020902564961016;0,8950041926902209;0,9722222222222222;0,039283710065919325;0,9166666666666666;1,0;1,0;0,4728042327857027;0,2581034163500435;0,11111111109999999;0,6961904761765524;0,6111111110805556;0,3333333333333333;0,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;q003;A partir de qual data a Lei nº 15.270, de 2025, deve ser aplicada?;prazo;medio;614,8958206176758;10,0;3004,0;0,5918744206428528;0,47108328342437744;0,5246157050132751;0,7590738195875657;1,0;0,6961904761765524;0,3333333333333333;True
model_comparison_groq_k10_bm25_few_shot_20260217_012643.json;model_comparison_groq_k10_bm25_few_shot;2026-02-17T01:26:43.457183;29;29;0;True;bm25;10,0;;;groq:llama-3.1-8b-instant;983,9764874556969;273,0730358764211;563,6529922485352;1597,3026752471924;962,8713130950928;10,0;0,0;10,0;10,0;10,0;3391,5862068965516;273,8440932281673;2907,0;3828,0;3377,0;0,5966848946850876;0,05711744086195334;0,41857263445854187;0,6978105306625366;0,5965535044670105;0,5820306005149052;0,10188981090008364;0,3349515199661255;0,7854670286178589;0,6089022755622864;0,5824443821249337;0,06097813560323569;0,427348792552948;0,6626030206680298;0,6011112332344055;0,432479693855327;0,4192281131128625;0,0;0,9240527147731153;0,7406446482990342;0,6097935873717876;0,3460224499694903;0,0;1,0;0,6666666666666666;0,4774822112515213;0,36432027999271777;0,0;0,999999999975;0,49999999995;0,37972085385878485;0,38696437367707504;0,0;1,0;0,3333333333333333;q001;Quais os objetivos da Lei nº 15.270, de 2025?;outros;medio;1053,7090301513672;10,0;3123,0;0,5449135899543762;0,6022687554359436;0,5721573829650879;0,9020902564961016;1,0;0,6111111110805556;0,3333333333333333;True
model_comparison_groq_k10_bm25_few_shot_20260217_012643.json;model_comparison_groq_k10_bm25_few_shot;2026-02-17T01:26:43.457183;29;29;0;True;bm25;10,0;;;groq:llama-3.1-8b-instant;983,9764874556969;273,0730358764211;563,6529922485352;1597,3026752471924;962,8713130950928;10,0;0,0;10,0;10,0;10,0;3391,5862068965516;273,8440932281673;2907,0;3828,0;3377,0;0,5966848946850876;0,05711744086195334;0,41857263445854187;0,6978105306625366;0,5965535044670105;0,5820306005149052;0,10188981090008364;0,3349515199661255;0,7854670286178589;0,6089022755622864;0,5824443821249337;0,06097813560323569;0,427348792552948;0,6626030206680298;0,6011112332344055;0,432479693855327;0,4192281131128625;0,0;0,9240527147731153;0,7406446482990342;0,6097935873717876;0,3460224499694903;0,0;1,0;0,6666666666666666;0,4774822112515213;0,36432027999271777;0,0;0,999999999975;0,49999999995;0,37972085385878485;0,38696437367707504;0,0;1,0;0,3333333333333333;q002;Quais os principais elementos contidos na Lei nº 15.270, de 2025?;outros;medio;1010,2372169494629;10,0;3253,0;0,5484744906425476;0,6548381447792053;0,5969554781913757;0,8611873186052361;0,9615384615384616;0,21111111110055555;0,3333333333333333;True
model_comparison_groq_k10_bm25_few_shot_20260217_012643.json;model_comparison_groq_k10_bm25_few_shot;2026-02-17T01:26:43.457183;29;29;0;True;bm25;10,0;;;groq:llama-3.1-8b-instant;983,9764874556969;273,0730358764211;563,6529922485352;1597,3026752471924;962,8713130950928;10,0;0,0;10,0;10,0;10,0;3391,5862068965516;273,8440932281673;2907,0;3828,0;3377,0;0,5966848946850876;0,05711744086195334;0,41857263445854187;0,6978105306625366;0,5965535044670105;0,5820306005149052;0,10188981090008364;0,3349515199661255;0,7854670286178589;0,6089022755622864;0,5824443821249337;0,06097813560323569;0,427348792552948;0,6626030206680298;0,6011112332344055;0,432479693855327;0,4192281131128625;0,0;0,9240527147731153;0,7406446482990342;0,6097935873717876;0,3460224499694903;0,0;1,0;0,6666666666666666;0,4774822112515213;0,36432027999271777;0,0;0,999999999975;0,49999999995;0,37972085385878485;0,38696437367707504;0,0;1,0;0,3333333333333333;q003;A partir de qual data a Lei nº 15.270, de 2025, deve ser aplicada?;prazo;medio;1597,3026752471924;10,0;2979,0;0,6194463968276978;0,3999783992767334;0,48608821630477905;0,7406446482990342;1,0;0,6961904761765524;0,3333333333333333;True
